x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s),participant,label,category,set
-0.009,0.949,-0.065,,,,,,,
,,,7.012,-1.768,-3.902,D,bench,medium,62.0
,,,11.341,-0.122,-5.183,D,bench,medium,62.0
-0.005,0.847,-0.098,,,,,,,
,,,11.159,-1.341,-9.573,D,bench,medium,62.0
,,,16.159,-3.049,-23.476,D,bench,medium,62.0
-0.022,0.737,-0.114,,,,,,,
,,,22.866,-0.122,-27.805,D,bench,medium,62.0
,,,31.22,-10.671,-26.037,D,bench,medium,62.0
-0.038,0.758,-0.155,,,,,,,
,,,33.902,-4.268,-17.439,D,bench,medium,62.0
,,,28.963,-1.768,-12.073,D,bench,medium,62.0
-0.067,0.841,-0.154,,,,,,,
,,,25.671,6.402,-12.927,D,bench,medium,62.0
,,,15.732,11.159,-9.634,D,bench,medium,62.0
-0.101,0.915,-0.144,,,,,,,
,,,9.329,3.963,-1.707,D,bench,medium,62.0
,,,10.976,-5.305,1.159,D,bench,medium,62.0
-0.109,0.99,-0.218,,,,,,,
,,,2.988,-3.537,1.89,D,bench,medium,62.0
,,,3.659,-11.037,6.89,D,bench,medium,62.0
-0.103,0.998,-0.211,,,,,,,
,,,-0.854,-10.671,7.012,D,bench,medium,62.0
,,,-8.049,-9.573,6.768,D,bench,medium,62.0
-0.103,1.029,-0.189,,,,,,,
,,,-17.622,-4.146,7.317,D,bench,medium,62.0
,,,-16.463,-6.524,3.537,D,bench,medium,62.0
-0.105,1.072,-0.181,,,,,,,
,,,-18.598,-13.354,6.524,D,bench,medium,62.0
,,,-18.293,-17.561,15.366,D,bench,medium,62.0
-0.093,1.136,-0.162,,,,,,,
,,,-1.341,-15.854,18.476,D,bench,medium,62.0
,,,3.598,-7.195,18.293,D,bench,medium,62.0
-0.103,1.292,-0.157,,,,,,,
,,,6.28,0.732,5.0,D,bench,medium,62.0
,,,0.854,7.561,-6.463,D,bench,medium,62.0
-0.098,1.186,-0.135,,,,,,,
,,,3.902,3.537,-6.28,D,bench,medium,62.0
,,,10.366,-5.183,-1.89,D,bench,medium,62.0
-0.051,0.907,-0.13,,,,,,,
,,,9.878,-3.293,-2.866,D,bench,medium,62.0
,,,2.866,6.524,-10.183,D,bench,medium,62.0
-0.106,1.102,-0.122,,,,,,,
,,,3.78,8.902,-19.329,D,bench,medium,62.0
,,,8.354,7.439,-22.5,D,bench,medium,62.0
-0.125,1.307,-0.17,,,,,,,
,,,10.488,17.378,-23.902,D,bench,medium,62.0
,,,10.305,18.415,-24.268,D,bench,medium,62.0
-0.128,1.2,-0.189,,,,,,,
,,,14.024,7.012,-11.585,D,bench,medium,62.0
,,,7.012,8.171,-8.659,D,bench,medium,62.0
-0.134,1.069,-0.197,,,,,,,
,,,-4.634,4.268,-5.793,D,bench,medium,62.0
,,,-12.439,-2.134,7.927,D,bench,medium,62.0
-0.124,0.992,-0.209,,,,,,,
,,,-18.902,1.402,12.561,D,bench,medium,62.0
,,,-26.768,-1.707,19.268,D,bench,medium,62.0
-0.104,0.953,-0.201,,,,,,,
,,,-39.085,-2.317,27.317,D,bench,medium,62.0
,,,-48.902,3.049,40.122,D,bench,medium,62.0
-0.086,0.885,-0.124,,,,,,,
,,,-53.902,8.293,46.22,D,bench,medium,62.0
,,,-36.098,2.195,38.598,D,bench,medium,62.0
-0.064,0.516,-0.088,,,,,,,
,,,-9.573,-7.012,11.89,D,bench,medium,62.0
,,,-0.671,-4.939,3.293,D,bench,medium,62.0
0.003,0.5,-0.167,,,,,,,
,,,8.841,-20.793,10.854,D,bench,medium,62.0
,,,16.585,-13.841,-6.951,D,bench,medium,62.0
-0.022,0.916,-0.053,,,,,,,
,,,7.622,-7.317,-4.207,D,bench,medium,62.0
,,,7.5,-6.707,0.915,D,bench,medium,62.0
0.009,1.117,-0.066,,,,,,,
,,,1.341,-3.415,6.402,D,bench,medium,62.0
,,,-2.317,-0.305,3.902,D,bench,medium,62.0
0.0,0.984,-0.065,,,,,,,
,,,-3.049,-0.732,5.061,D,bench,medium,62.0
,,,0.488,-0.915,-0.427,D,bench,medium,62.0
0.011,0.925,-0.075,,,,,,,
,,,2.5,-4.329,-0.244,D,bench,medium,62.0
,,,5.366,-4.756,-5.183,D,bench,medium,62.0
0.01,0.953,-0.068,,,,,,,
,,,4.024,-7.012,-0.305,D,bench,medium,62.0
,,,0.854,-5.61,3.415,D,bench,medium,62.0
-0.007,0.995,-0.057,,,,,,,
,,,4.024,-2.561,0.488,D,bench,medium,62.0
,,,-1.037,-0.976,1.89,D,bench,medium,62.0
-0.005,0.989,-0.056,,,,,,,
,,,0.793,2.317,-0.244,D,bench,medium,62.0
,,,8.354,-0.366,-1.524,D,bench,medium,62.0
0.013,0.89,-0.099,,,,,,,
,,,11.159,-4.146,-5.976,D,bench,medium,62.0
,,,11.829,-3.78,-15.488,D,bench,medium,62.0
-0.017,0.771,-0.119,,,,,,,
,,,14.878,-4.756,-25.549,D,bench,medium,62.0
,,,20.366,-8.049,-23.293,D,bench,medium,62.0
-0.035,0.79,-0.151,,,,,,,
,,,27.5,-9.329,-25.976,D,bench,medium,62.0
,,,23.537,-2.622,-21.22,D,bench,medium,62.0
-0.039,0.843,-0.157,,,,,,,
,,,24.085,3.049,-13.171,D,bench,medium,62.0
,,,24.329,1.22,-3.902,D,bench,medium,62.0
-0.069,0.872,-0.16,,,,,,,
,,,21.28,1.829,-11.341,D,bench,medium,62.0
,,,18.171,1.768,-9.085,D,bench,medium,62.0
-0.09,0.91,-0.193,,,,,,,
,,,13.72,-2.378,2.134,D,bench,medium,62.0
,,,8.171,-4.634,0.549,D,bench,medium,62.0
-0.102,0.947,-0.176,,,,,,,
,,,1.829,-8.415,-2.378,D,bench,medium,62.0
,,,-0.122,-13.354,2.622,D,bench,medium,62.0
-0.109,1.015,-0.195,,,,,,,
,,,-5.915,-11.341,13.293,D,bench,medium,62.0
,,,-12.744,-6.768,15.366,D,bench,medium,62.0
-0.119,1.028,-0.161,,,,,,,
,,,-16.89,-10.427,19.39,D,bench,medium,62.0
,,,-14.268,-17.5,18.11,D,bench,medium,62.0
-0.102,1.081,-0.174,,,,,,,
,,,-12.317,-15.305,17.988,D,bench,medium,62.0
,,,-9.024,-12.5,16.89,D,bench,medium,62.0
-0.096,1.191,-0.12,,,,,,,
,,,-3.598,-9.939,14.024,D,bench,medium,62.0
,,,3.537,-2.5,5.427,D,bench,medium,62.0
-0.093,1.322,-0.161,,,,,,,
,,,4.451,0.976,0.0,D,bench,medium,62.0
,,,3.659,2.805,0.915,D,bench,medium,62.0
-0.06,1.027,-0.152,,,,,,,
,,,0.427,1.829,-0.122,D,bench,medium,62.0
,,,2.012,-4.939,-4.146,D,bench,medium,62.0
-0.039,0.859,-0.13,,,,,,,
,,,4.817,-6.524,-10.427,D,bench,medium,62.0
,,,7.622,-0.732,-14.451,D,bench,medium,62.0
-0.08,1.147,-0.163,,,,,,,
,,,7.927,4.634,-17.622,D,bench,medium,62.0
,,,-1.463,7.317,-20.244,D,bench,medium,62.0
-0.115,1.285,-0.135,,,,,,,
,,,-1.829,13.232,-26.951,D,bench,medium,62.0
,,,5.61,10.244,-18.476,D,bench,medium,62.0
-0.119,1.201,-0.176,,,,,,,
,,,6.22,12.134,-14.573,D,bench,medium,62.0
,,,-0.061,14.939,-15.854,D,bench,medium,62.0
-0.136,1.086,-0.18,,,,,,,
,,,-5.305,13.537,-11.951,D,bench,medium,62.0
,,,-4.756,3.902,3.293,D,bench,medium,62.0
-0.121,1.02,-0.208,,,,,,,
,,,-8.78,-2.378,12.378,D,bench,medium,62.0
,,,-20.793,4.024,6.951,D,bench,medium,62.0
-0.116,0.964,-0.144,,,,,,,
,,,-27.5,3.354,13.293,D,bench,medium,62.0
,,,-34.878,-4.451,25.976,D,bench,medium,62.0
-0.095,0.972,-0.104,,,,,,,
,,,-41.341,3.598,38.659,D,bench,medium,62.0
,,,-46.646,20.061,43.171,D,bench,medium,62.0
-0.061,0.769,-0.003,,,,,,,
,,,-29.939,10.976,36.037,D,bench,medium,62.0
,,,-0.305,-10.0,20.0,D,bench,medium,62.0
-0.002,0.446,-0.153,,,,,,,
,,,6.646,-6.159,10.122,D,bench,medium,62.0
,,,13.659,-15.854,1.098,D,bench,medium,62.0
-0.01,0.641,-0.123,,,,,,,
,,,10.244,-19.756,-4.939,D,bench,medium,62.0
,,,1.341,-1.159,2.927,D,bench,medium,62.0
-0.024,1.112,-0.018,,,,,,,
,,,11.402,-4.024,-1.22,D,bench,medium,62.0
,,,8.537,-7.012,6.646,D,bench,medium,62.0
0.015,1.064,-0.074,,,,,,,
,,,6.524,-2.683,4.512,D,bench,medium,62.0
,,,2.561,-0.732,2.805,D,bench,medium,62.0
0.014,0.882,-0.085,,,,,,,
,,,8.232,-3.171,-3.354,D,bench,medium,62.0
,,,9.512,-6.098,-0.671,D,bench,medium,62.0
0.009,0.933,-0.078,,,,,,,
,,,8.841,-2.012,-5.549,D,bench,medium,62.0
,,,5.549,-0.244,-2.622,D,bench,medium,62.0
0.006,1.014,-0.09,,,,,,,
,,,3.72,-3.963,2.866,D,bench,medium,62.0
,,,0.488,1.463,1.22,D,bench,medium,62.0
-0.005,0.988,-0.102,,,,,,,
,,,-1.768,0.976,-0.915,D,bench,medium,62.0
,,,3.78,-2.195,-1.585,D,bench,medium,62.0
0.003,0.874,-0.138,,,,,,,
,,,14.695,-8.415,-5.244,D,bench,medium,62.0
,,,15.61,-4.634,-12.073,D,bench,medium,62.0
-0.011,0.742,-0.123,,,,,,,
,,,19.695,-0.427,-25.488,D,bench,medium,62.0
,,,19.512,0.671,-23.476,D,bench,medium,62.0
-0.013,0.751,-0.146,,,,,,,
,,,25.671,11.463,-30.793,D,bench,medium,62.0
,,,31.341,9.329,-22.378,D,bench,medium,62.0
-0.053,0.813,-0.2,,,,,,,
,,,36.524,-5.854,-17.988,D,bench,medium,62.0
,,,32.866,-3.841,-8.171,D,bench,medium,62.0
-0.089,0.874,-0.21,,,,,,,
,,,26.402,-1.524,-9.817,D,bench,medium,62.0
,,,22.927,-1.585,-9.39,D,bench,medium,62.0
-0.122,0.907,-0.219,,,,,,,
,,,19.756,-8.11,-3.476,D,bench,medium,62.0
,,,13.72,-7.866,1.28,D,bench,medium,62.0
-0.122,0.949,-0.242,,,,,,,
,,,4.878,-7.805,8.963,D,bench,medium,62.0
,,,-12.439,-7.5,7.744,D,bench,medium,62.0
-0.14,0.985,-0.246,,,,,,,
,,,-30.366,-14.451,7.744,D,bench,medium,62.0
,,,-33.659,-14.939,8.11,D,bench,medium,62.0
-0.134,1.074,-0.253,,,,,,,
,,,-25.0,-17.805,14.451,D,bench,medium,62.0
,,,-15.915,-15.671,22.744,D,bench,medium,62.0
-0.078,1.091,-0.189,,,,,,,
,,,-6.402,-15.915,21.524,D,bench,medium,62.0
,,,-1.707,-14.878,12.073,D,bench,medium,62.0
-0.083,1.281,-0.163,,,,,,,
,,,-2.805,-5.915,-0.122,D,bench,medium,62.0
,,,0.183,-5.732,-5.0,D,bench,medium,62.0
-0.1,1.312,-0.192,,,,,,,
,,,1.341,-0.549,-6.28,D,bench,medium,62.0
,,,2.683,2.866,-6.037,D,bench,medium,62.0
-0.082,0.937,-0.158,,,,,,,
,,,-0.915,1.646,-3.72,D,bench,medium,62.0
,,,-8.902,6.22,-15.061,D,bench,medium,62.0
-0.139,1.04,-0.126,,,,,,,
,,,-6.28,9.39,-24.085,D,bench,medium,62.0
,,,-1.951,6.463,-23.232,D,bench,medium,62.0
-0.161,1.288,-0.158,,,,,,,
,,,4.634,9.329,-22.439,D,bench,medium,62.0
,,,8.049,10.488,-16.037,D,bench,medium,62.0
-0.15,1.191,-0.164,,,,,,,
,,,12.5,7.012,-10.0,D,bench,medium,62.0
,,,7.256,4.207,-8.171,D,bench,medium,62.0
-0.157,1.075,-0.189,,,,,,,
,,,-4.39,-3.902,-4.756,D,bench,medium,62.0
,,,-13.841,-0.61,4.878,D,bench,medium,62.0
-0.155,1.015,-0.187,,,,,,,
,,,-19.695,0.061,10.061,D,bench,medium,62.0
,,,-24.207,-4.207,22.561,D,bench,medium,62.0
-0.131,1.007,-0.173,,,,,,,
,,,-33.78,2.439,28.902,D,bench,medium,62.0
,,,-46.463,9.634,36.768,D,bench,medium,62.0
-0.113,0.953,-0.081,,,,,,,
,,,-52.683,18.963,47.5,D,bench,medium,62.0
,,,-41.22,20.976,40.793,D,bench,medium,62.0
-0.076,0.509,-0.029,,,,,,,
,,,-10.61,-3.72,21.646,D,bench,medium,62.0
,,,9.085,-15.305,8.963,D,bench,medium,62.0
-0.019,0.423,-0.185,,,,,,,
,,,17.744,-24.39,1.341,D,bench,medium,62.0
,,,13.354,-22.622,-0.732,D,bench,medium,62.0
-0.022,0.857,-0.033,,,,,,,
,,,4.756,-3.049,-11.524,D,bench,medium,62.0
,,,-12.378,8.11,4.695,D,bench,medium,62.0
-0.144,0.98,-0.214,,,,,,,
,,,-23.354,1.159,7.073,D,bench,medium,62.0
,,,-26.646,-1.951,23.232,D,bench,medium,62.0
-0.117,0.996,-0.224,,,,,,,
,,,-34.878,-1.28,27.927,D,bench,medium,62.0
,,,-46.646,4.085,29.451,D,bench,medium,62.0
-0.091,0.987,-0.143,,,,,,,
,,,-45.427,10.427,40.976,D,bench,medium,62.0
,,,-24.39,9.085,41.22,D,bench,medium,62.0
-0.038,0.637,-0.076,,,,,,,
,,,-7.317,-3.659,22.134,D,bench,medium,62.0
,,,-0.488,-7.927,11.341,D,bench,medium,62.0
0.003,0.48,-0.182,,,,,,,
,,,3.537,-10.671,4.939,D,bench,medium,62.0
,,,14.39,-24.024,5.427,D,bench,medium,62.0
0.001,0.827,-0.094,,,,,,,
,,,7.744,-7.134,-3.171,D,bench,medium,62.0
,,,-2.561,-1.28,0.549,D,bench,medium,62.0
0.003,1.132,-0.065,,,,,,,
,,,-5.854,-0.366,2.683,D,bench,medium,62.0
,,,0.549,-1.89,1.341,D,bench,medium,62.0
0.016,0.97,-0.112,,,,,,,
,,,4.207,-6.768,1.463,D,bench,medium,62.0
,,,3.354,-4.146,-3.293,D,bench,medium,62.0
0.008,0.883,-0.085,,,,,,,
,,,1.463,-1.768,-5.732,D,bench,medium,62.0
,,,2.439,-2.256,-2.134,D,bench,medium,62.0
-0.006,0.961,-0.085,,,,,,,
,,,4.878,1.646,-1.402,D,bench,medium,62.0
,,,-0.122,5.0,-1.28,D,bench,medium,62.0
-0.027,1.011,-0.08,,,,,,,
,,,-0.976,-1.524,-0.793,D,bench,medium,62.0
,,,3.11,-3.354,-1.341,D,bench,medium,62.0
-0.022,0.968,-0.092,,,,,,,
,,,6.951,-2.805,1.037,D,bench,medium,62.0
,,,10.0,-0.976,-1.829,D,bench,medium,62.0
-0.016,0.807,-0.103,,,,,,,
,,,17.073,1.829,-15.793,D,bench,medium,62.0
,,,17.683,-7.5,-18.963,D,bench,medium,62.0
-0.028,0.717,-0.166,,,,,,,
,,,24.085,-16.707,-23.476,D,bench,medium,62.0
,,,28.476,-22.927,-22.195,D,bench,medium,62.0
-0.038,0.796,-0.18,,,,,,,
,,,22.317,-11.463,-20.793,D,bench,medium,62.0
,,,19.207,8.598,-14.573,D,bench,medium,62.0
-0.067,0.888,-0.157,,,,,,,
,,,19.512,12.561,-9.024,D,bench,medium,62.0
,,,21.524,-2.256,-8.293,D,bench,medium,62.0
-0.088,0.948,-0.235,,,,,,,
,,,19.268,-4.39,-3.963,D,bench,medium,62.0
,,,12.927,-5.915,-8.72,D,bench,medium,62.0
-0.104,0.921,-0.177,,,,,,,
,,,4.634,-8.78,-1.037,D,bench,medium,62.0
,,,5.61,-13.841,8.476,D,bench,medium,62.0
-0.111,0.93,-0.189,,,,,,,
,,,5.244,-17.073,1.585,D,bench,medium,62.0
,,,-5.732,-15.854,6.098,D,bench,medium,62.0
-0.1,0.963,-0.208,,,,,,,
,,,-15.244,-14.939,13.476,D,bench,medium,62.0
,,,-20.854,-15.427,17.927,D,bench,medium,62.0
-0.082,1.016,-0.198,,,,,,,
,,,-12.317,-16.707,16.098,D,bench,medium,62.0
,,,-8.293,-17.256,17.927,D,bench,medium,62.0
-0.088,1.114,-0.166,,,,,,,
,,,-2.561,-11.585,23.232,D,bench,medium,62.0
,,,2.439,-7.439,11.951,D,bench,medium,62.0
-0.128,1.472,-0.167,,,,,,,
,,,-2.744,2.561,-4.39,D,bench,medium,62.0
,,,3.049,8.415,-10.549,D,bench,medium,62.0
-0.146,1.492,-0.182,,,,,,,
,,,10.549,10.061,-13.415,D,bench,medium,62.0
,,,7.744,14.268,-20.427,D,bench,medium,62.0
-0.126,1.125,-0.159,,,,,,,
,,,1.22,16.341,-27.378,D,bench,medium,62.0
,,,-0.61,15.793,-23.72,D,bench,medium,62.0
-0.117,1.033,-0.162,,,,,,,
,,,1.768,17.317,-16.829,D,bench,medium,62.0
,,,2.195,10.305,-6.159,D,bench,medium,62.0
-0.117,1.005,-0.191,,,,,,,
,,,-4.878,9.695,-6.28,D,bench,medium,62.0
,,,-9.695,8.841,-6.646,D,bench,medium,62.0
-0.119,0.964,-0.173,,,,,,,
,,,-6.829,2.927,3.659,D,bench,medium,62.0
,,,-11.89,-1.951,5.366,D,bench,medium,62.0
-0.103,0.965,-0.18,,,,,,,
,,,-21.28,-1.037,7.195,D,bench,medium,62.0
,,,-24.451,-2.927,15.854,D,bench,medium,62.0
-0.093,0.986,-0.162,,,,,,,
,,,-31.28,0.183,19.817,D,bench,medium,62.0
,,,-33.902,0.305,36.463,D,bench,medium,62.0
-0.067,1.021,-0.126,,,,,,,
,,,-36.22,7.866,48.963,D,bench,medium,62.0
,,,-31.159,30.305,39.024,D,bench,medium,62.0
-0.036,0.623,-0.016,,,,,,,
,,,-13.293,11.951,20.61,D,bench,medium,62.0
,,,-2.439,-9.817,10.122,D,bench,medium,62.0
0.005,0.517,-0.216,,,,,,,
,,,3.78,-20.183,5.427,D,bench,medium,62.0
,,,13.049,-20.915,-2.134,D,bench,medium,62.0
-0.023,0.808,-0.072,,,,,,,
,,,12.5,-11.524,-8.902,D,bench,medium,62.0
,,,5.122,-3.354,4.146,D,bench,medium,62.0
0.0,1.128,-0.015,,,,,,,
,,,4.268,1.768,4.939,D,bench,medium,62.0
,,,7.195,0.976,1.951,D,bench,medium,62.0
0.008,1.002,-0.087,,,,,,,
,,,7.317,-2.927,-2.622,D,bench,medium,62.0
,,,4.512,-3.963,-7.622,D,bench,medium,62.0
-0.006,0.925,-0.106,,,,,,,
,,,1.829,-5.671,1.951,D,bench,medium,62.0
,,,0.793,2.134,-5.305,D,bench,medium,62.0
-0.026,0.966,-0.075,,,,,,,
,,,-3.415,2.256,-3.598,D,bench,medium,62.0
,,,-0.854,-0.793,0.0,D,bench,medium,62.0
-0.01,0.976,-0.085,,,,,,,
,,,4.146,-3.537,2.378,D,bench,medium,62.0
,,,4.146,-3.476,2.317,D,bench,medium,62.0
-0.003,0.971,-0.077,,,,,,,
,,,1.159,-2.683,-1.341,D,bench,medium,62.0
,,,4.268,-1.159,-3.11,D,bench,medium,62.0
-0.008,0.925,-0.085,,,,,,,
,,,10.0,-3.598,-6.646,D,bench,medium,62.0
,,,15.732,-5.305,-8.049,D,bench,medium,62.0
-0.021,0.815,-0.125,,,,,,,
,,,18.902,-5.732,-11.829,D,bench,medium,62.0
,,,16.22,-2.988,-18.659,D,bench,medium,62.0
-0.043,0.772,-0.142,,,,,,,
,,,22.195,-4.695,-21.646,D,bench,medium,62.0
,,,26.829,0.244,-17.134,D,bench,medium,62.0
-0.045,0.818,-0.162,,,,,,,
,,,27.988,-0.732,-21.341,D,bench,medium,62.0
,,,24.268,2.927,-19.085,D,bench,medium,62.0
-0.073,0.855,-0.181,,,,,,,
,,,18.598,8.354,-16.341,D,bench,medium,62.0
,,,13.963,7.683,-13.476,D,bench,medium,62.0
-0.096,0.898,-0.219,,,,,,,
,,,16.463,-5.61,-6.585,D,bench,medium,62.0
,,,11.768,-14.573,1.768,D,bench,medium,62.0
-0.107,0.919,-0.23,,,,,,,
,,,6.707,-8.537,-1.768,D,bench,medium,62.0
,,,4.329,-15.854,-2.927,D,bench,medium,62.0
-0.116,0.976,-0.227,,,,,,,
,,,0.0,-22.927,1.829,D,bench,medium,62.0
,,,-12.012,-22.012,14.085,D,bench,medium,62.0
-0.11,0.999,-0.181,,,,,,,
,,,-27.744,-10.793,19.573,D,bench,medium,62.0
,,,-29.756,-8.537,6.524,D,bench,medium,62.0
-0.103,1.045,-0.161,,,,,,,
,,,-26.829,-20.244,4.756,D,bench,medium,62.0
,,,-13.902,-20.183,14.939,D,bench,medium,62.0
-0.093,1.121,-0.13,,,,,,,
,,,4.634,-19.634,21.707,D,bench,medium,62.0
,,,15.549,-13.659,9.512,D,bench,medium,62.0
-0.153,1.465,-0.111,,,,,,,
,,,15.305,-4.146,-4.085,D,bench,medium,62.0
,,,16.768,6.524,-7.256,D,bench,medium,62.0
-0.177,1.454,-0.125,,,,,,,
,,,9.756,18.659,-15.427,D,bench,medium,62.0
,,,2.5,20.122,-24.512,D,bench,medium,62.0
-0.153,1.098,-0.124,,,,,,,
,,,-1.463,27.866,-22.988,D,bench,medium,62.0
,,,2.927,28.659,-20.427,D,bench,medium,62.0
-0.138,1.022,-0.163,,,,,,,
,,,2.256,19.512,-17.622,D,bench,medium,62.0
,,,-1.28,13.659,-12.073,D,bench,medium,62.0
-0.154,1.008,-0.189,,,,,,,
,,,-5.183,13.78,-12.317,D,bench,medium,62.0
,,,-3.841,8.78,2.012,D,bench,medium,62.0
-0.14,0.983,-0.225,,,,,,,
,,,-5.793,0.732,11.89,D,bench,medium,62.0
,,,-14.573,6.098,10.061,D,bench,medium,62.0
-0.136,0.987,-0.204,,,,,,,
,,,-19.817,0.183,16.402,D,bench,medium,62.0
,,,-24.024,-0.976,23.11,D,bench,medium,62.0
-0.113,0.973,-0.145,,,,,,,
,,,-31.22,5.61,27.622,D,bench,medium,62.0
,,,-32.5,7.927,40.976,D,bench,medium,62.0
-0.072,0.872,-0.063,,,,,,,
,,,-27.561,14.451,45.122,D,bench,medium,62.0
,,,-13.171,10.244,28.232,D,bench,medium,62.0
-0.036,0.583,-0.124,,,,,,,
,,,-0.915,-11.646,13.293,D,bench,medium,62.0
,,,2.744,-19.817,8.963,D,bench,medium,62.0
0.001,0.527,-0.171,,,,,,,
,,,12.317,-23.476,-1.22,D,bench,medium,62.0
,,,14.512,-17.927,-12.134,D,bench,medium,62.0
-0.004,0.93,-0.117,,,,,,,
,,,11.402,-12.5,-7.256,D,bench,medium,62.0
,,,7.683,-6.89,-3.78,D,bench,medium,62.0
-0.016,1.161,-0.11,,,,,,,
,,,-1.524,2.378,1.463,D,bench,medium,62.0
,,,-3.415,5.305,1.524,D,bench,medium,62.0
-0.032,0.993,-0.121,,,,,,,
,,,0.0,-0.061,1.829,D,bench,medium,62.0
,,,4.268,-4.573,2.683,D,bench,medium,62.0
-0.021,0.895,-0.126,,,,,,,
,,,3.598,-4.939,1.829,D,bench,medium,62.0
,,,4.451,-4.695,0.549,D,bench,medium,62.0
-0.022,0.942,-0.094,,,,,,,
,,,2.439,-2.805,2.622,D,bench,medium,62.0
,,,2.195,-1.402,0.793,D,bench,medium,62.0
-0.028,1.016,-0.108,,,,,,,
,,,1.402,-1.707,1.098,D,bench,medium,62.0
,,,-0.244,-0.671,0.0,D,bench,medium,62.0
-0.022,0.973,-0.114,,,,,,,
,,,-1.098,-3.598,0.183,D,bench,medium,62.0
,,,-0.183,-2.256,-4.451,D,bench,medium,62.0
-0.019,0.895,-0.119,,,,,,,
,,,5.488,-4.695,-7.378,D,bench,medium,62.0
,,,10.244,-3.415,-12.683,D,bench,medium,62.0
-0.024,0.834,-0.147,,,,,,,
,,,15.061,-12.012,-9.756,D,bench,medium,62.0
,,,17.256,-15.549,-15.183,D,bench,medium,62.0
-0.04,0.823,-0.159,,,,,,,
,,,20.671,-10.488,-15.732,D,bench,medium,62.0
,,,22.988,-6.159,-13.11,D,bench,medium,62.0
-0.062,0.843,-0.172,,,,,,,
,,,25.0,-1.402,-10.488,D,bench,medium,62.0
,,,21.037,-4.146,-10.183,D,bench,medium,62.0
-0.086,0.84,-0.191,,,,,,,
,,,19.756,-5.122,-7.683,D,bench,medium,62.0
,,,13.171,-12.439,-7.012,D,bench,medium,62.0
-0.084,0.869,-0.207,,,,,,,
,,,10.793,-9.512,-9.878,D,bench,medium,62.0
,,,11.159,-4.085,-5.061,D,bench,medium,62.0
-0.075,0.897,-0.209,,,,,,,
,,,7.195,-5.61,-2.561,D,bench,medium,62.0
,,,3.72,-7.744,-0.732,D,bench,medium,62.0
-0.093,0.931,-0.209,,,,,,,
,,,-2.5,-11.585,5.793,D,bench,medium,62.0
,,,-1.89,-12.378,9.878,D,bench,medium,62.0
-0.096,0.972,-0.201,,,,,,,
,,,1.22,-16.037,22.256,D,bench,medium,62.0
,,,3.963,-15.183,35.793,D,bench,medium,62.0
-0.078,1.042,-0.194,,,,,,,
,,,-7.012,-4.634,34.695,D,bench,medium,62.0
,,,-17.439,-3.659,19.024,D,bench,medium,62.0
-0.091,1.125,-0.163,,,,,,,
,,,-22.622,-8.049,13.963,D,bench,medium,62.0
,,,-12.439,-10.671,-2.561,D,bench,medium,62.0
-0.089,1.484,-0.222,,,,,,,
,,,5.244,-3.78,-10.61,D,bench,medium,62.0
,,,23.537,1.585,-10.549,D,bench,medium,62.0
-0.119,1.474,-0.206,,,,,,,
,,,17.378,9.207,-17.378,D,bench,medium,62.0
,,,2.866,12.134,-24.756,D,bench,medium,62.0
-0.135,1.087,-0.134,,,,,,,
,,,-9.512,10.488,-30.549,D,bench,medium,62.0
,,,-11.951,12.378,-25.305,D,bench,medium,62.0
-0.118,1.042,-0.178,,,,,,,
,,,-9.146,3.78,-18.841,D,bench,medium,62.0
,,,-9.085,-0.976,-17.317,D,bench,medium,62.0
-0.115,1.011,-0.218,,,,,,,
,,,-10.366,6.159,-15.976,D,bench,medium,62.0
,,,-8.78,3.11,-8.232,D,bench,medium,62.0
-0.105,0.942,-0.204,,,,,,,
,,,-5.488,-4.146,4.207,D,bench,medium,62.0
,,,-12.805,5.549,5.793,D,bench,medium,62.0
-0.113,0.924,-0.162,,,,,,,
,,,-13.78,1.89,17.134,D,bench,medium,62.0
,,,-15.244,2.317,23.232,D,bench,medium,62.0
-0.118,0.983,-0.15,,,,,,,
,,,-20.305,4.817,26.22,D,bench,medium,62.0
,,,-25.549,3.659,30.915,D,bench,medium,62.0
-0.101,1.006,-0.1,,,,,,,
,,,-26.951,5.732,48.354,D,bench,medium,62.0
,,,-32.256,19.878,45.854,D,bench,medium,62.0
-0.04,0.765,-0.023,,,,,,,
,,,-29.146,21.707,32.256,D,bench,medium,62.0
,,,-9.756,-3.78,23.476,D,bench,medium,62.0
-0.009,0.539,-0.145,,,,,,,
,,,-2.805,-13.841,13.537,D,bench,medium,62.0
,,,-0.305,-10.793,-2.5,D,bench,medium,62.0
0.004,0.755,-0.128,,,,,,,
,,,7.927,-15.793,-7.378,D,bench,medium,62.0
,,,2.744,-10.671,0.671,D,bench,medium,62.0
0.037,1.069,-0.064,,,,,,,
,,,-3.659,1.098,1.098,D,bench,medium,62.0
,,,-2.805,5.183,-4.085,D,bench,medium,62.0
0.026,1.038,-0.056,,,,,,,
,,,0.0,1.341,-0.732,D,bench,medium,62.0
,,,10.122,-5.976,-0.488,D,bench,medium,62.0
0.042,0.918,-0.076,,,,,,,
,,,11.159,-8.78,1.89,D,bench,medium,62.0
,,,7.622,-3.78,-1.098,D,bench,medium,62.0
0.019,0.951,-0.026,,,,,,,
,,,1.89,-0.61,3.171,D,bench,medium,62.0
